Trio,Paternal GT,Maternal GT,F1 age,Min DP,Max DP,Min AB,Max AB,MVs,# MVs passed,Transmission frequency,Paternal MVs,Maternal MVs,CpG MVs,Sites,CpG sites,Avg DP,Uncallable sites,Percent CpG,SNPs,CpG SNPs,Avg SNP DP,Uncallable SNP sites,Percent CpG,Mutation rate,Total SNPs,Post Filter SNPs,AB filtered SNPs,Min FN,MVs corrected for FN,Mutation rate corrected for FN,Notes
11,4.36,2.95,7.79,20,60,0.45,0.55,11,10,0.909,7,4,2,2222397356,114718201,35.80811339,248942328,0.051619122,253,47,31.4743083,16512827,0.185770751,2.49E-09,471532403,135061597,305314875,0.647495004,31.20523145,7.07E-09,
12,7.07,12.19,1.08,20,60,0.45,0.55,10,NA,NA,0,0,2,2222144272,114624676,35.8457014,249195412,0.051582914,170,23,29.69411765,16515683,0.135294118,2.27E-09,471532403,135061597,305314875,0.647495004,28.36839223,6.43E-09,
13,2.78,3.26,5.52,20,60,0.45,0.55,9,3,0.333,4,5,3,2217510281,114389682,35.84198866,253829403,0.051584736,253,46,30.05533597,16261922,0.181818182,2.04E-09,471532403,135061597,305314875,0.647495004,25.53155301,5.80E-09,
14,4.98,7.38,0.97,20,60,0.45,0.55,6,NA,NA,0,0,0,2214889440,114249199,35.99439023,256450244,0.051582349,220,42,29.42272727,16473557,0.190909091,1.36E-09,471532403,135061597,305314875,0.647495004,17.02103534,3.87E-09,
1,4.89,5.27,6.83,20,50,NA,NA,115,26,0.226,39,28,16,1978203158,100906794,35.60566727,493136526,0.051009318,1450,180,29.20689655,13973769,0.124137931,2.93E-08,471532403,432177595,0,0,115,2.93E-08,
2,5.67,6.27,1.53,20,50,NA,NA,141,NA,NA,0,0,20,1997746186,102832396,35.63255658,473593498,0.051474205,1148,133,29.09059233,14673892,0.115853659,3.56E-08,471532403,432177595,0,0,141,3.56E-08,
3,6.32,6.93,0.87,20,50,NA,NA,143,NA,NA,0,0,13,2020119585,103999415,35.65418331,451220099,0.051481811,1422,145,29.31153305,15490931,0.101969058,3.57E-08,471532403,432177595,0,0,143,3.57E-08,
4,10.06,10.36,5.58,20,50,NA,NA,154,25,0.162,91,60,13,1957721071,99995643,35.6866791,513618613,0.051077574,1755,192,28.36296296,16373834,0.109401709,3.97E-08,471532403,432177595,0,0,154,3.97E-08,
5,13.12,4.76,1.19,20,50,NA,NA,146,NA,NA,0,0,14,1971498190,100903289,35.62651994,499841494,0.05118102,1120,131,29.11339286,15131900,0.116964286,3.73E-08,471532403,432177595,0,0,146,3.73E-08,
6,5.2,4.65,8.61,20,50,NA,NA,207,35,0.169,71,48,23,1902662031,96923909,35.49773208,568677653,0.050941212,2448,247,30.65482026,16368643,0.100898693,5.49E-08,471532403,432177595,0,0,207,5.49E-08,
7,7.44,7.74,1.17,20,50,NA,NA,141,NA,NA,0,0,10,1932469623,99085472,35.55121639,538870061,0.051274013,1311,132,29.4317315,15066053,0.100686499,3.68E-08,471532403,432177595,0,0,141,3.68E-08,
8,8.04,8.34,0.96,20,50,NA,NA,158,NA,NA,0,0,20,1928125885,98635367,35.54294347,543213799,0.051156083,1402,156,29.65477889,14917635,0.111269615,4.13E-08,471532403,432177595,0,0,158,4.13E-08,
9,6.02,6.4,5.7,20,50,NA,NA,110,10,0.091,56,53,9,1953987099,99995797,35.57110344,517352585,0.05117526,1171,114,28.93766012,13948555,0.09735269,2.84E-08,471532403,432177595,0,0,110,2.84E-08,
10,7.02,4.96,1.1,20,50,NA,NA,158,NA,NA,0,0,18,1931394408,98843336,35.53456474,539945276,0.051177189,1703,194,30.16793893,15089950,0.113916618,4.12E-08,471532403,432177595,0,0,158,4.12E-08,
11,4.36,2.95,7.79,20,50,NA,NA,152,24,0.158,68,79,17,1984898020,102458710,35.60856593,486441664,0.051619131,1987,243,29.17564167,16508913,0.122294917,3.86E-08,471532403,432177595,0,0,152,3.86E-08,
12,7.07,12.19,1.08,20,50,NA,NA,107,NA,NA,0,0,16,2009133742,103802838,35.64773608,462205942,0.051665469,1541,161,29.58598313,16511066,0.104477612,2.68E-08,471532403,432177595,0,0,107,2.68E-08,
13,2.78,3.26,5.52,20,50,NA,NA,146,12,0.082,50,92,16,1975020821,100909908,35.63751019,496318863,0.051093086,2024,212,29.8527668,16257607,0.104743083,3.73E-08,471532403,432177595,0,0,146,3.73E-08,
14,4.98,7.38,0.97,20,50,NA,NA,130,NA,NA,0,0,13,2028346860,104432277,35.53148553,442992824,0.0514864,1724,209,28.87703016,16469848,0.121229698,3.23E-08,471532403,432177595,0,0,130,3.23E-08,
1,4.89,5.27,6.83,20,50,0.05,0.95,113,26,0.23,37,28,16,1978203158,100906794,35.60566727,493136526,0.051009318,1357,170,29.34856301,13973769,0.125276345,2.88E-08,471532403,308835914,123341681,0.261576257,153.0286655,3.90E-08,
2,5.67,6.27,1.53,20,50,0.05,0.95,137,NA,NA,0,0,20,1997746186,102832396,35.63255658,473593498,0.051474205,1051,129,29.26641294,14673892,0.122740247,3.45E-08,471532403,308835914,123341681,0.261576257,185.530329,4.68E-08,
3,6.32,6.93,0.87,20,50,0.05,0.95,142,NA,NA,0,0,13,2020119585,103999415,35.65418331,451220099,0.051481811,1332,139,29.39114114,15490931,0.104354354,3.54E-08,471532403,308835914,123341681,0.261576257,192.3015089,4.80E-08,
4,10.06,10.36,5.58,20,50,0.05,0.95,153,25,0.163,91,59,13,1957721071,99995643,35.6866791,513618613,0.051077574,1604,187,28.60785536,16373834,0.116583541,3.94E-08,471532403,308835914,123341681,0.261576257,207.1981047,5.34E-08,
5,13.12,4.76,1.19,20,50,0.05,0.95,143,NA,NA,0,0,13,1971498190,100903289,35.62651994,499841494,0.05118102,1035,125,29.24251208,15131900,0.120772947,3.65E-08,471532403,308835914,123341681,0.261576257,193.6557449,4.95E-08,
6,5.2,4.65,8.61,20,50,0.05,0.95,207,35,0.169,71,48,23,1902662031,96923909,35.49773208,568677653,0.050941212,2309,240,30.73538328,16368643,0.1039411,5.49E-08,471532403,308835914,123341681,0.261576257,280.3268475,7.43E-08,
7,7.44,7.74,1.17,20,50,0.05,0.95,138,NA,NA,0,0,10,1932469623,99085472,35.55121639,538870061,0.051274013,1218,128,29.56486043,15066053,0.105090312,3.60E-08,471532403,308835914,123341681,0.261576257,186.884565,4.87E-08,
8,8.04,8.34,0.96,20,50,0.05,0.95,155,NA,NA,0,0,20,1928125885,98635367,35.54294347,543213799,0.051156083,1299,152,29.88067744,14917635,0.117013087,4.05E-08,471532403,308835914,123341681,0.261576257,209.9065766,5.49E-08,
9,6.02,6.4,5.7,20,50,0.05,0.95,110,10,0.091,56,53,9,1953987099,99995797,35.57110344,517352585,0.05117526,1073,111,29.08946878,13948555,0.103448276,2.84E-08,471532403,308835914,123341681,0.261576257,148.9659576,3.84E-08,
10,7.02,4.96,1.1,20,50,0.05,0.95,157,NA,NA,0,0,18,1931394408,98843336,35.53456474,539945276,0.051177189,1550,180,30.40129032,15089950,0.116129032,4.10E-08,471532403,308835914,123341681,0.261576257,212.6150486,5.55E-08,
11,4.36,2.95,7.79,20,50,0.05,0.95,150,24,0.16,66,79,17,1984898020,102458710,35.60856593,486441664,0.051619131,1861,237,29.23643203,16508913,0.127350887,3.81E-08,471532403,308835914,123341681,0.261576257,203.1353967,5.16E-08,
12,7.07,12.19,1.08,20,50,0.05,0.95,106,NA,NA,0,0,16,2009133742,103802838,35.64773608,462205942,0.051665469,1376,154,29.83575581,16511066,0.111918605,2.66E-08,471532403,308835914,123341681,0.261576257,143.5490137,3.60E-08,
13,2.78,3.26,5.52,20,50,0.05,0.95,143,12,0.084,50,89,16,1975020821,100909908,35.63751019,496318863,0.051093086,1876,207,29.9717484,16257607,0.110341151,3.65E-08,471532403,308835914,123341681,0.261576257,193.6557449,4.94E-08,
14,4.98,7.38,0.97,20,50,0.05,0.95,126,NA,NA,0,0,13,2028346860,104432277,35.53148553,442992824,0.0514864,1631,203,29.00245248,16469848,0.124463519,3.13E-08,471532403,308835914,123341681,0.261576257,170.6337333,4.24E-08,
1,4.89,5.27,6.83,20,50,0.1,0.9,110,26,0.236,37,28,16,1978203158,100906794,35.60566727,493136526,0.051009318,1314,164,29.40791476,13973769,0.124809741,2.80E-08,471532403,308047816,124129779,0.263247612,149.3038934,3.80E-08,
2,5.67,6.27,1.53,20,50,0.1,0.9,136,NA,NA,0,0,19,1997746186,102832396,35.63255658,473593498,0.051474205,1036,127,29.34169884,14673892,0.122586873,3.43E-08,471532403,308047816,124129779,0.263247612,184.5939045,4.65E-08,
3,6.32,6.93,0.87,20,50,0.1,0.9,140,NA,NA,0,0,13,2020119585,103999415,35.65418331,451220099,0.051481811,1308,138,29.4793578,15490931,0.105504587,3.49E-08,471532403,308047816,124129779,0.263247612,190.023137,4.74E-08,
4,10.06,10.36,5.58,20,50,0.1,0.9,152,25,0.164,90,59,13,1957721071,99995643,35.6866791,513618613,0.051077574,1584,185,28.60353535,16373834,0.116792929,3.91E-08,471532403,308047816,124129779,0.263247612,206.3108345,5.31E-08,
5,13.12,4.76,1.19,20,50,0.1,0.9,143,NA,NA,0,0,13,1971498190,100903289,35.62651994,499841494,0.05118102,1016,125,29.32086614,15131900,0.123031496,3.65E-08,471532403,308047816,124129779,0.263247612,194.0950614,4.96E-08,
6,5.2,4.65,8.61,20,50,0.1,0.9,204,35,0.172,69,48,23,1902662031,96923909,35.49773208,568677653,0.050941212,2254,234,30.80834073,16368643,0.103815439,5.41E-08,471532403,308047816,124129779,0.263247612,276.8908568,7.34E-08,
7,7.44,7.74,1.17,20,50,0.1,0.9,132,NA,NA,0,0,10,1932469623,99085472,35.55121639,538870061,0.051274013,1195,128,29.59665272,15066053,0.107112971,3.44E-08,471532403,308047816,124129779,0.263247612,179.164672,4.67E-08,
8,8.04,8.34,0.96,20,50,0.1,0.9,153,NA,NA,0,0,20,1928125885,98635367,35.54294347,543213799,0.051156083,1273,152,30.00628437,14917635,0.119402985,4.00E-08,471532403,308047816,124129779,0.263247612,207.6681426,5.43E-08,
9,6.02,6.4,5.7,20,50,0.1,0.9,108,10,0.093,55,53,9,1953987099,99995797,35.57110344,517352585,0.05117526,1039,108,29.13185756,13948555,0.103946102,2.78E-08,471532403,308047816,124129779,0.263247612,146.5892771,3.78E-08,
10,7.02,4.96,1.1,20,50,0.1,0.9,156,NA,NA,0,0,18,1931394408,98843336,35.53456474,539945276,0.051177189,1523,178,30.47866054,15089950,0.11687459,4.07E-08,471532403,308047816,124129779,0.263247612,211.740067,5.52E-08,
11,4.36,2.95,7.79,20,50,0.1,0.9,147,24,0.163,63,79,17,1984898020,102458710,35.60856593,486441664,0.051619131,1821,235,29.27127952,16508913,0.129049973,3.73E-08,471532403,308047816,124129779,0.263247612,199.5242939,5.07E-08,
12,7.07,12.19,1.08,20,50,0.1,0.9,106,NA,NA,0,0,16,2009133742,103802838,35.64773608,462205942,0.051665469,1348,149,29.94287834,16511066,0.110534125,2.66E-08,471532403,308047816,124129779,0.263247612,143.8746609,3.61E-08,
13,2.78,3.26,5.52,20,50,0.1,0.9,140,12,0.086,48,88,16,1975020821,100909908,35.63751019,496318863,0.051093086,1837,201,30.04354927,16257607,0.109417529,3.57E-08,471532403,308047816,124129779,0.263247612,190.023137,4.85E-08,
14,4.98,7.38,0.97,20,50,0.1,0.9,123,NA,NA,0,0,13,2028346860,104432277,35.53148553,442992824,0.0514864,1606,202,29.04856787,16469848,0.125778331,3.06E-08,471532403,308047816,124129779,0.263247612,166.9488989,4.15E-08,
1,4.89,5.27,6.83,20,50,0.15,0.85,87,26,0.299,33,22,14,1978203158,100906794,35.60566727,493136526,0.051009318,1059,141,28.5769594,13973769,0.133144476,2.21E-08,471532403,306893716,125283879,0.265695164,118.4794049,3.02E-08,
2,5.67,6.27,1.53,20,50,0.15,0.85,99,NA,NA,0,0,14,1997746186,102832396,35.63255658,473593498,0.051474205,871,111,28.67049369,14673892,0.127439724,2.50E-08,471532403,306893716,125283879,0.265695164,134.8213917,3.40E-08,
3,6.32,6.93,0.87,20,50,0.15,0.85,100,NA,NA,0,0,12,2020119585,103999415,35.65418331,451220099,0.051481811,1073,123,28.87698043,15490931,0.114631873,2.49E-08,471532403,306893716,125283879,0.265695164,136.183224,3.40E-08,
4,10.06,10.36,5.58,20,50,0.15,0.85,109,21,0.193,67,41,8,1957721071,99995643,35.6866791,513618613,0.051077574,1332,161,28.02552553,16373834,0.120870871,2.81E-08,471532403,306893716,125283879,0.265695164,148.4397141,3.82E-08,
5,13.12,4.76,1.19,20,50,0.15,0.85,114,NA,NA,0,0,10,1971498190,100903289,35.62651994,499841494,0.05118102,858,107,28.93473193,15131900,0.124708625,2.91E-08,471532403,306893716,125283879,0.265695164,155.2488753,3.97E-08,
6,5.2,4.65,8.61,20,50,0.15,0.85,146,28,0.192,56,34,17,1902662031,96923909,35.49773208,568677653,0.050941212,1835,199,30.2986376,16368643,0.108446866,3.87E-08,471532403,306893716,125283879,0.265695164,198.827507,5.27E-08,
7,7.44,7.74,1.17,20,50,0.15,0.85,105,NA,NA,0,0,9,1932469623,99085472,35.55121639,538870061,0.051274013,962,111,28.86694387,15066053,0.115384615,2.74E-08,471532403,306893716,125283879,0.265695164,142.9923852,3.73E-08,
8,8.04,8.34,0.96,20,50,0.15,0.85,117,NA,NA,0,0,14,1928125885,98635367,35.54294347,543213799,0.051156083,1074,133,29.27746741,14917635,0.123836127,3.06E-08,471532403,306893716,125283879,0.265695164,159.3343721,4.16E-08,
9,6.02,6.4,5.7,20,50,0.15,0.85,74,9,0.122,39,35,5,1953987099,99995797,35.57110344,517352585,0.05117526,842,92,28.33372922,13948555,0.109263658,1.91E-08,471532403,306893716,125283879,0.265695164,100.7755858,2.60E-08,
10,7.02,4.96,1.1,20,50,0.15,0.85,121,NA,NA,0,0,14,1931394408,98843336,35.53456474,539945276,0.051177189,1323,159,30.06046863,15089950,0.120181406,3.16E-08,471532403,306893716,125283879,0.265695164,164.781701,4.30E-08,
11,4.36,2.95,7.79,20,50,0.15,0.85,112,24,0.214,49,60,16,1984898020,102458710,35.60856593,486441664,0.051619131,1547,209,28.78151261,16508913,0.135100194,2.84E-08,471532403,306893716,125283879,0.265695164,152.5252109,3.87E-08,
12,7.07,12.19,1.08,20,50,0.15,0.85,69,NA,NA,0,0,11,2009133742,103802838,35.64773608,462205942,0.051665469,1120,129,29.23035714,16511066,0.115178571,1.73E-08,471532403,306893716,125283879,0.265695164,93.96642455,2.36E-08,
13,2.78,3.26,5.52,20,50,0.15,0.85,109,11,0.101,37,70,13,1975020821,100909908,35.63751019,496318863,0.051093086,1499,177,29.41427618,16257607,0.118078719,2.78E-08,471532403,306893716,125283879,0.265695164,148.4397141,3.79E-08,
14,4.98,7.38,0.97,20,50,0.15,0.85,92,NA,NA,0,0,8,2028346860,104432277,35.53148553,442992824,0.0514864,1382,176,28.45658466,16469848,0.127351664,2.29E-08,471532403,306893716,125283879,0.265695164,125.2885661,3.11E-08,
1,4.89,5.27,6.83,20,50,0.2,0.8,45,21,0.467,24,10,10,1978203158,100906794,35.60566727,493136526,0.051009318,652,97,28.34969325,13973769,0.148773006,1.15E-08,471532403,305645733,126531862,0.268341817,61.50413003,1.57E-08,
2,5.67,6.27,1.53,20,50,0.2,0.8,53,NA,NA,0,0,6,1997746186,102832396,35.63255658,473593498,0.051474205,566,80,28.19611307,14673892,0.141342756,1.34E-08,471532403,305645733,126531862,0.268341817,72.43819759,1.83E-08,
3,6.32,6.93,0.87,20,50,0.2,0.8,44,NA,NA,0,0,6,2020119585,103999415,35.65418331,451220099,0.051481811,678,87,28.08849558,15490931,0.128318584,1.10E-08,471532403,305645733,126531862,0.268341817,60.13737159,1.50E-08,
4,10.06,10.36,5.58,20,50,0.2,0.8,46,17,0.37,28,18,2,1957721071,99995643,35.6866791,513618613,0.051077574,877,114,27.49600912,16373834,0.129988597,1.18E-08,471532403,305645733,126531862,0.268341817,62.87088848,1.62E-08,
5,13.12,4.76,1.19,20,50,0.2,0.8,72,NA,NA,0,0,6,1971498190,100903289,35.62651994,499841494,0.05118102,566,72,28.65017668,15131900,0.127208481,1.84E-08,471532403,305645733,126531862,0.268341817,98.40660805,2.52E-08,
6,5.2,4.65,8.61,20,50,0.2,0.8,67,23,0.343,34,15,7,1902662031,96923909,35.49773208,568677653,0.050941212,1186,141,29.88785835,16368643,0.118887015,1.78E-08,471532403,305645733,126531862,0.268341817,91.57281583,2.43E-08,
7,7.44,7.74,1.17,20,50,0.2,0.8,58,NA,NA,0,0,7,1932469623,99085472,35.55121639,538870061,0.051274013,599,80,28.20868114,15066053,0.133555927,1.51E-08,471532403,305645733,126531862,0.268341817,79.27198982,2.07E-08,
8,8.04,8.34,0.96,20,50,0.2,0.8,58,NA,NA,0,0,8,1928125885,98635367,35.54294347,543213799,0.051156083,650,89,28.42153846,14917635,0.136923077,1.52E-08,471532403,305645733,126531862,0.268341817,79.27198982,2.07E-08,
9,6.02,6.4,5.7,20,50,0.2,0.8,39,6,0.154,24,15,3,1953987099,99995797,35.57110344,517352585,0.05117526,558,73,28.06989247,13948555,0.130824373,1.01E-08,471532403,305645733,126531862,0.268341817,53.30357936,1.37E-08,
10,7.02,4.96,1.1,20,50,0.2,0.8,61,NA,NA,0,0,5,1931394408,98843336,35.53456474,539945276,0.051177189,888,113,29.71959459,15089950,0.127252252,1.59E-08,471532403,305645733,126531862,0.268341817,83.37226516,2.18E-08,
11,4.36,2.95,7.79,20,50,0.2,0.8,50,19,0.38,21,27,11,1984898020,102458710,35.60856593,486441664,0.051619131,1053,165,28.28110161,16508913,0.156695157,1.27E-08,471532403,305645733,126531862,0.268341817,68.33792226,1.74E-08,
12,7.07,12.19,1.08,20,50,0.2,0.8,32,NA,NA,0,0,6,2009133742,103802838,35.64773608,462205942,0.051665469,706,85,28.09631728,16511066,0.120396601,8.03E-09,471532403,305645733,126531862,0.268341817,43.73627025,1.10E-08,
13,2.78,3.26,5.52,20,50,0.2,0.8,68,6,0.088,22,46,8,1975020821,100909908,35.63751019,496318863,0.051093086,1016,134,29.1742126,16257607,0.131889764,1.74E-08,471532403,305645733,126531862,0.268341817,92.93957427,2.37E-08,
14,4.98,7.38,0.97,20,50,0.2,0.8,33,NA,NA,0,0,3,2028346860,104432277,35.53148553,442992824,0.0514864,947,134,28.1594509,16469848,0.141499472,8.20E-09,471532403,305645733,126531862,0.268341817,45.10302869,1.12E-08,
1,4.89,5.27,6.83,20,50,0.25,0.75,33,21,0.636,22,7,6,1978203158,100906794,35.60566727,493136526,0.051009318,470,76,28.98723404,13973769,0.161702128,8.40E-09,471532403,303447945,128729650,0.273002765,45.39219467,1.16E-08,
2,5.67,6.27,1.53,20,50,0.25,0.75,32,NA,NA,0,0,3,1997746186,102832396,35.63255658,473593498,0.051474205,419,57,28.68735084,14673892,0.136038186,8.07E-09,471532403,303447945,128729650,0.273002765,44.01667362,1.11E-08,
3,6.32,6.93,0.87,20,50,0.25,0.75,26,NA,NA,0,0,3,2020119585,103999415,35.65418331,451220099,0.051481811,466,67,28.23819742,15490931,0.143776824,6.48E-09,471532403,303447945,128729650,0.273002765,35.76354732,8.92E-09,
4,10.06,10.36,5.58,20,50,0.25,0.75,34,16,0.471,22,12,1,1957721071,99995643,35.6866791,513618613,0.051077574,657,95,28.07762557,16373834,0.144596651,8.76E-09,471532403,303447945,128729650,0.273002765,46.76771572,1.20E-08,
5,13.12,4.76,1.19,20,50,0.25,0.75,50,NA,NA,0,0,4,1971498190,100903289,35.62651994,499841494,0.05118102,414,57,29.3236715,15131900,0.137681159,1.28E-08,471532403,303447945,128729650,0.273002765,68.77605254,1.76E-08,
6,5.2,4.65,8.61,20,50,0.25,0.75,41,19,0.463,23,11,5,1902662031,96923909,35.49773208,568677653,0.050941212,861,115,30.40766551,16368643,0.133565621,1.09E-08,471532403,303447945,128729650,0.273002765,56.39636308,1.49E-08,
7,7.44,7.74,1.17,20,50,0.25,0.75,48,NA,NA,0,0,6,1932469623,99085472,35.55121639,538870061,0.051274013,410,59,28.32926829,15066053,0.143902439,1.25E-08,471532403,303447945,128729650,0.273002765,66.02501044,1.72E-08,
8,8.04,8.34,0.96,20,50,0.25,0.75,52,NA,NA,0,0,8,1928125885,98635367,35.54294347,543213799,0.051156083,466,73,29.08798283,14917635,0.156652361,1.36E-08,471532403,303447945,128729650,0.273002765,71.52709464,1.87E-08,
9,6.02,6.4,5.7,20,50,0.25,0.75,28,6,0.214,21,7,2,1953987099,99995797,35.57110344,517352585,0.05117526,412,54,28.12378641,13948555,0.131067961,7.22E-09,471532403,303447945,128729650,0.273002765,38.51458942,9.93E-09,
10,7.02,4.96,1.1,20,50,0.25,0.75,48,NA,NA,0,0,4,1931394408,98843336,35.53456474,539945276,0.051177189,660,90,29.81212121,15089950,0.136363636,1.25E-08,471532403,303447945,128729650,0.273002765,66.02501044,1.72E-08,
11,4.36,2.95,7.79,20,50,0.25,0.75,32,17,0.531,16,16,7,1984898020,102458710,35.60856593,486441664,0.051619131,799,141,28.95244055,16508913,0.176470588,8.13E-09,471532403,303447945,128729650,0.273002765,44.01667362,1.12E-08,
12,7.07,12.19,1.08,20,50,0.25,0.75,24,NA,NA,0,0,4,2009133742,103802838,35.64773608,462205942,0.051665469,523,70,28.31166348,16511066,0.133843212,6.02E-09,471532403,303447945,128729650,0.273002765,33.01250522,8.28E-09,
13,2.78,3.26,5.52,20,50,0.25,0.75,47,4,0.085,17,30,3,1975020821,100909908,35.63751019,496318863,0.051093086,816,112,29.28186275,16257607,0.137254902,1.20E-08,471532403,303447945,128729650,0.273002765,64.64948938,1.65E-08,
14,4.98,7.38,0.97,20,50,0.25,0.75,22,NA,NA,0,0,1,2028346860,104432277,35.53148553,442992824,0.0514864,687,111,28.43959243,16469848,0.161572052,5.47E-09,471532403,303447945,128729650,0.273002765,30.26146312,7.52E-09,
1,4.89,5.27,6.83,20,50,0.3,0.7,30,21,0.7,21,6,6,1978203158,100906794,35.60566727,493136526,0.051009318,366,61,29.34699454,13973769,0.166666667,7.64E-09,471532403,296788695,135388900,0.287125337,42.08313403,1.07E-08,
2,5.67,6.27,1.53,20,50,0.3,0.7,24,NA,NA,0,0,2,1997746186,102832396,35.63255658,473593498,0.051474205,322,50,29.58385093,14673892,0.155279503,6.05E-09,471532403,296788695,135388900,0.287125337,33.66650722,8.49E-09,
3,6.32,6.93,0.87,20,50,0.3,0.7,21,NA,NA,0,0,2,2020119585,103999415,35.65418331,451220099,0.051481811,366,62,28.59562842,15490931,0.169398907,5.24E-09,471532403,296788695,135388900,0.287125337,29.45819382,7.35E-09,
4,10.06,10.36,5.58,20,50,0.3,0.7,28,15,0.536,19,9,1,1957721071,99995643,35.6866791,513618613,0.051077574,533,84,28.60412758,16373834,0.157598499,7.21E-09,471532403,296788695,135388900,0.287125337,39.27759176,1.01E-08,
5,13.12,4.76,1.19,20,50,0.3,0.7,45,NA,NA,0,0,4,1971498190,100903289,35.62651994,499841494,0.05118102,329,50,29.65045593,15131900,0.151975684,1.15E-08,471532403,296788695,135388900,0.287125337,63.12470104,1.61E-08,
6,5.2,4.65,8.61,20,50,0.3,0.7,31,17,0.548,18,8,4,1902662031,96923909,35.49773208,568677653,0.050941212,652,85,30.86809816,16368643,0.130368098,8.22E-09,471532403,296788695,135388900,0.287125337,43.48590516,1.15E-08,
7,7.44,7.74,1.17,20,50,0.3,0.7,48,NA,NA,0,0,6,1932469623,99085472,35.55121639,538870061,0.051274013,319,49,29.01567398,15066053,0.153605016,1.25E-08,471532403,296788695,135388900,0.287125337,67.33301445,1.76E-08,
8,8.04,8.34,0.96,20,50,0.3,0.7,47,NA,NA,0,0,8,1928125885,98635367,35.54294347,543213799,0.051156083,359,58,29.48467967,14917635,0.161559889,1.23E-08,471532403,296788695,135388900,0.287125337,65.93024331,1.72E-08,
9,6.02,6.4,5.7,20,50,0.3,0.7,28,6,0.214,21,7,2,1953987099,99995797,35.57110344,517352585,0.05117526,335,51,28.48955224,13948555,0.152238806,7.22E-09,471532403,296788695,135388900,0.287125337,39.27759176,1.01E-08,
10,7.02,4.96,1.1,20,50,0.3,0.7,36,NA,NA,0,0,3,1931394408,98843336,35.53456474,539945276,0.051177189,502,71,30.17928287,15089950,0.141434263,9.39E-09,471532403,296788695,135388900,0.287125337,50.49976084,1.32E-08,
11,4.36,2.95,7.79,20,50,0.3,0.7,32,17,0.531,16,16,7,1984898020,102458710,35.60856593,486441664,0.051619131,659,124,29.4400607,16508913,0.188163885,8.13E-09,471532403,296788695,135388900,0.287125337,44.8886763,1.14E-08,
12,7.07,12.19,1.08,20,50,0.3,0.7,20,NA,NA,0,0,4,2009133742,103802838,35.64773608,462205942,0.051665469,411,59,28.52311436,16511066,0.143552311,5.02E-09,471532403,296788695,135388900,0.287125337,28.05542269,7.04E-09,
13,2.78,3.26,5.52,20,50,0.3,0.7,27,4,0.148,15,12,1,1975020821,100909908,35.63751019,496318863,0.051093086,637,90,29.89795918,16257607,0.141287284,6.89E-09,471532403,296788695,135388900,0.287125337,37.87482063,9.67E-09,
14,4.98,7.38,0.97,20,50,0.3,0.7,20,NA,NA,0,0,1,2028346860,104432277,35.53148553,442992824,0.0514864,576,99,28.79340278,16469848,0.171875,4.97E-09,471532403,296788695,135388900,0.287125337,28.05542269,6.97E-09,
1,4.89,5.27,6.83,20,50,0.35,0.65,25,18,0.72,18,5,4,1978203158,100906794,35.60566727,493136526,0.051009318,282,48,29.91843972,13973769,0.170212766,6.36E-09,471532403,276565722,155611873,0.330013106,37.31416276,9.50E-09,
2,5.67,6.27,1.53,20,50,0.35,0.65,23,NA,NA,0,0,2,1997746186,102832396,35.63255658,473593498,0.051474205,268,45,30.20149254,14673892,0.167910448,5.80E-09,471532403,276565722,155611873,0.330013106,34.32902974,8.66E-09,
3,6.32,6.93,0.87,20,50,0.35,0.65,17,NA,NA,0,0,1,2020119585,103999415,35.65418331,451220099,0.051481811,277,50,29.04693141,15490931,0.180505415,4.24E-09,471532403,276565722,155611873,0.330013106,25.37363068,6.33E-09,
4,10.06,10.36,5.58,20,50,0.35,0.65,23,12,0.522,15,8,1,1957721071,99995643,35.6866791,513618613,0.051077574,431,70,28.80046404,16373834,0.162412993,5.92E-09,471532403,276565722,155611873,0.330013106,34.32902974,8.84E-09,
5,13.12,4.76,1.19,20,50,0.35,0.65,41,NA,NA,0,0,3,1971498190,100903289,35.62651994,499841494,0.05118102,269,40,30.24163569,15131900,0.148698885,1.05E-08,471532403,276565722,155611873,0.330013106,61.19522692,1.56E-08,
6,5.2,4.65,8.61,20,50,0.35,0.65,24,15,0.625,16,6,3,1902662031,96923909,35.49773208,568677653,0.050941212,499,68,31.56112224,16368643,0.136272545,6.36E-09,471532403,276565722,155611873,0.330013106,35.82159625,9.50E-09,
7,7.44,7.74,1.17,20,50,0.35,0.65,40,NA,NA,0,0,6,1932469623,99085472,35.55121639,538870061,0.051274013,259,44,29.83783784,15066053,0.16988417,1.04E-08,471532403,276565722,155611873,0.330013106,59.70266041,1.56E-08,
8,8.04,8.34,0.96,20,50,0.35,0.65,45,NA,NA,0,0,8,1928125885,98635367,35.54294347,543213799,0.051156083,278,47,29.91366906,14917635,0.169064748,1.18E-08,471532403,276565722,155611873,0.330013106,67.16549296,1.76E-08,
9,6.02,6.4,5.7,20,50,0.35,0.65,24,6,0.25,19,5,2,1953987099,99995797,35.57110344,517352585,0.05117526,251,38,29,13948555,0.151394422,6.19E-09,471532403,276565722,155611873,0.330013106,35.82159625,9.23E-09,
10,7.02,4.96,1.1,20,50,0.35,0.65,30,NA,NA,0,0,3,1931394408,98843336,35.53456474,539945276,0.051177189,410,57,30.31463415,15089950,0.13902439,7.83E-09,471532403,276565722,155611873,0.330013106,44.77699531,1.17E-08,
